RowID,OrderID,OrderDate,ShipDate,CustomerName,CustomerID,TotalCost,Frequency
2321,US-2018-154851,2018-03-30,2018-04-03,Becky Pak,BP-11155,5.715,1
2322,CA-2015-138681,2015-12-20,2015-12-22,Carol Triggs,CT-11995,596.66,5
2323,US-2016-138121,2016-12-17,2016-12-17,John Lee,JL-15835,1233.61,5
2324,CA-2018-140298,2018-05-11,2018-05-17,Julie Kriz,JK-16120,94.51,4
2325,CA-2017-166240,2017-06-24,2017-06-28,Dave Hallsten,DH-13075,8.712,1
2326,CA-2017-158435,2017-05-17,2017-05-18,Arthur Gainer,AG-10900,253.03,3
2327,CA-2018-138149,2018-06-29,2018-06-30,William Brown,WB-21850,1100.62,4
2328,CA-2015-112403,2015-03-31,2015-03-31,Jas O'Carroll,JO-15280,0.852,1
2329,CA-2015-108273,2015-12-16,2015-12-21,Ed Jacobs,EJ-13720,92.86,2
2330,CA-2018-121643,2018-05-18,2018-05-20,Adrian Barton,AB-10105,344.704,1
2331,US-2016-122910,2016-05-12,2016-05-16,Larry Tron,LT-16765,201.584,1
2332,CA-2018-143126,2018-12-03,2018-12-07,Corinna Mitchell,CM-12655,521.96,1
2333,CA-2016-129042,2016-12-12,2016-12-17,Eric Murdock,EM-13960,8.22,1
2334,CA-2016-109736,2016-10-10,2016-10-11,Denny Joy,DJ-13420,45.36,1
2335,CA-2016-142601,2016-04-18,2016-04-20,Deanra Eno,DE-13255,1009.13,2
2336,CA-2015-106229,2015-06-07,2015-06-11,Nick Radford,NR-18550,268.935,1
2337,US-2018-135230,2018-09-01,2018-09-07,Christine Kargatis,CK-12325,7.58,1
2338,CA-2017-159653,2017-05-22,2017-05-22,Jeremy Farry,JF-15490,14.73,1
2339,CA-2017-131968,2017-11-11,2017-11-15,Laurel Beltran,LB-16795,681.43,2
2340,CA-2015-119151,2015-11-25,2015-11-29,Mike Pelletier,MP-18175,1393.87,2
2341,CA-2015-123323,2015-11-07,2015-11-12,Lena Hernandez,LH-16900,123.144,1
2342,CA-2017-124681,2017-07-18,2017-07-23,Susan Vittorini,SV-20935,15.576,1
2343,US-2016-103996,2016-03-29,2016-03-31,Richard Bierner,RB-19435,295.68,4
2344,CA-2017-120530,2017-04-07,2017-04-12,Dorris liebe,Dl-13600,658.746,1
2345,CA-2016-155054,2016-06-13,2016-06-19,Penelope Sewall,PS-19045,106.08,3
2346,CA-2016-105725,2016-02-18,2016-02-24,Guy Thornton,GT-14755,96.6,2
2347,CA-2018-164364,2018-11-12,2018-11-16,Christine Sundaresam,CS-12355,47.1,3
2348,CA-2018-168123,2018-03-05,2018-03-05,Julia Dunbar,JD-16060,375.71,4
2349,CA-2017-120005,2017-03-03,2017-03-03,Theresa Swint,TS-21160,60.63,2
2350,CA-2017-123526,2017-12-24,2017-12-25,Benjamin Venier,BV-11245,33.4,1
2351,CA-2017-127649,2017-10-07,2017-10-09,Dionis Lloyd,DL-13495,837.6,1
2352,CA-2017-159989,2017-12-09,2017-12-13,Emily Burns,EB-13870,40.68,1
2353,CA-2018-103499,2018-11-20,2018-11-24,Erica Smith,ES-14020,209.568,1
2354,US-2016-167220,2016-12-12,2016-12-16,Joni Blumstein,JB-15925,22.368,1
2355,CA-2018-126354,2018-02-03,2018-02-08,Shahid Collister,SC-20380,119.18,2
2356,CA-2018-169817,2018-09-21,2018-09-25,Emily Burns,EB-13870,1.908,1
2357,US-2018-144582,2018-04-30,2018-05-05,Tony Chapman,TC-21475,43.372,1
2358,CA-2015-121573,2015-11-03,2015-11-07,Speros Goranitis,SG-20605,840.72,3
2359,CA-2017-117660,2017-12-30,2018-01-04,Bryan Mills,BM-11785,19.62,2
2360,CA-2015-112851,2015-09-17,2015-09-21,Nick Radford,NR-18550,182.94,1
2361,CA-2018-123701,2018-11-24,2018-11-27,Patrick Gardner,PG-18820,27.76,1
2362,CA-2016-118227,2016-04-24,2016-04-28,Deborah Brumfield,DB-13270,25.99,1
2363,CA-2016-123155,2016-03-09,2016-03-12,Noel Staavos,NS-18640,473.4,2
2364,CA-2018-158883,2018-06-02,2018-06-03,Cari Schnelling,CS-11860,25.344,1
2365,US-2017-114888,2017-09-19,2017-09-24,Chuck Clark,CC-12430,18.19,2
2366,US-2015-167262,2015-10-31,2015-11-03,Amy Cox,AC-10450,742.336,1
2367,CA-2018-119746,2018-11-23,2018-11-27,Christopher Martinez,CM-12385,240.36,3
2368,CA-2018-108091,2018-11-16,2018-11-21,Eileen Kiefer,EK-13795,23.36,1
2369,CA-2017-101630,2017-02-19,2017-02-23,Cyma Kinney,CK-12760,34.38,2
2370,CA-2018-132346,2018-11-07,2018-11-11,Pete Kriz,PK-19075,100.94,1
2371,CA-2015-150301,2015-07-08,2015-07-10,Michelle Huthwaite,MH-18025,63.882,1
2372,CA-2015-159310,2015-11-07,2015-11-12,Steven Cartwright,SC-20725,725.33,3
2373,US-2018-147984,2018-01-28,2018-02-01,Giulietta Baptist,GB-14575,279.9,1
2374,CA-2016-104346,2016-12-11,2016-12-16,Irene Maddox,IM-15070,730.05,9
2375,US-2016-141684,2016-06-29,2016-07-04,Michelle Moray,MM-18055,24.96,1
2376,CA-2016-144722,2016-03-16,2016-03-23,Monica Federle,MF-18250,43.13,1
2377,CA-2016-120516,2016-08-13,2016-08-17,Clytie Kelty,CK-12595,5.64,1
2378,US-2017-148901,2017-05-14,2017-05-19,Michael Kennedy,MK-17905,191.02,7
2379,CA-2018-136364,2018-07-13,2018-07-17,Mark Hamilton,MH-17455,130.6,2
2380,CA-2016-137708,2016-11-22,2016-11-25,Nathan Gelder,NG-18430,114.37,3
2381,CA-2015-149055,2015-11-23,2015-11-28,Phillip Breyer,PB-19210,62.808,1
2382,CA-2016-151589,2016-12-27,2016-12-30,Richard Eichhorn,RE-19450,435.54,2
2383,CA-2017-121370,2017-11-14,2017-11-19,Eugene Barchas,EB-14110,1628.61,3
2384,CA-2017-111696,2017-05-08,2017-05-10,Trudy Brown,TB-21625,17.94,1
2385,CA-2015-139598,2015-12-26,2015-12-31,Maureen Gnade,MG-17695,361.61,4
2386,CA-2018-117436,2018-06-08,2018-06-14,Liz Willingham,LW-17125,10.36,1
2387,CA-2016-140025,2016-04-07,2016-04-11,Peter Fuller,PF-19120,847.2,2
2388,CA-2017-134222,2017-07-10,2017-07-11,Nick Zandusky,NZ-18565,44.856,1
2389,CA-2017-140018,2017-11-21,2017-11-26,Chloris Kastensmidt,CK-12205,235.85,3
2390,US-2018-136707,2018-11-12,2018-11-15,Jim Epp,JE-15610,14.016,1
2391,CA-2015-152562,2015-11-01,2015-11-08,Jack O'Briant,JO-15145,75.16,2
2392,CA-2017-152408,2017-05-15,2017-05-21,Thomas Thornton,TT-21220,13.776,1
2393,CA-2015-120278,2015-11-07,2015-11-12,Maribeth Schnelling,MS-17365,317.48,4
2394,CA-2018-167661,2018-10-05,2018-10-10,Mike Pelletier,MP-18175,121.82,3
2395,CA-2018-106831,2018-06-01,2018-06-03,Fred Harton,FH-14350,189.92,3
2396,CA-2018-154123,2018-11-20,2018-11-25,Sample Company A,SC-20050,27.58,1
2397,CA-2017-136049,2017-12-23,2017-12-28,Neoma Murray,NM-18520,5.553,1
2398,CA-2018-118402,2018-09-29,2018-10-04,Jas O'Carroll,JO-15280,243.92,1
2399,US-2017-139388,2017-11-07,2017-11-09,Cindy Chapman,CC-12475,14.96,1
2400,US-2015-128685,2015-04-04,2015-04-05,Mary Zewe,MZ-17515,7.184,1
2401,CA-2016-124044,2016-07-23,2016-07-26,Melanie Seite,MS-17830,10.512,1
2402,CA-2015-164469,2015-06-25,2015-06-27,Grace Kelly,GK-14620,344.92,3
2403,CA-2015-107818,2015-09-08,2015-09-14,Marc Crier,MC-17275,1771.52,4
2404,CA-2015-113320,2015-12-12,2015-12-15,Logan Haushalter,LH-17155,30.72,3
2405,CA-2016-137526,2016-01-13,2016-01-17,Philip Brown,PB-19150,612.46,3
2406,CA-2018-136063,2018-12-15,2018-12-19,Saphhira Shifley,SS-20140,10.192,1
2407,CA-2017-101546,2017-12-18,2017-12-24,Grace Kelly,GK-14620,1793.98,1
2408,CA-2015-138940,2015-04-11,2015-04-16,Gary Mitchum,GM-14455,758.352,1
2409,CA-2017-125164,2017-11-10,2017-11-14,Sally Hughsby,SH-19975,70.22,2
2410,CA-2018-163531,2018-06-26,2018-06-30,Steven Cartwright,SC-20725,239.97,1
2411,CA-2018-122490,2018-11-13,2018-11-18,Ted Trevino,TT-21070,3321.28,4
2412,CA-2018-131366,2018-11-24,2018-11-29,Shaun Chance,SC-20440,319.53,2
2413,CA-2018-164042,2018-05-23,2018-05-27,Ken Lonsdale,KL-16645,70.15,4
2414,CA-2015-132864,2015-12-02,2015-12-07,Katherine Nockton,KN-16390,119.8,1
2415,US-2015-155817,2015-10-03,2015-10-09,Sara Luxemburg,SL-20155,67.76,2
2416,US-2017-131891,2017-07-29,2017-07-31,Pierre Wener,PW-19240,2.214,1
2417,CA-2018-143567,2018-11-02,2018-11-05,Thomas Boland,TB-21175,3291.07,4
2418,CA-2018-104080,2018-03-08,2018-03-15,Alan Hwang,AH-10210,174.56,2
2419,CA-2015-151379,2015-12-16,2015-12-20,Steve Chapman,SC-20695,114.2,1
2420,CA-2017-163167,2017-11-28,2017-12-01,Randy Ferguson,RF-19345,2673.69,4
2421,CA-2017-135776,2017-12-23,2017-12-30,Edward Hooks,EH-13765,1506.02,7
2422,US-2015-122021,2015-10-15,2015-10-17,Anna Chung,AC-10660,191.34,2
2423,CA-2017-130484,2017-08-22,2017-08-27,Sheri Gordon,SG-20470,26.352,1
2424,CA-2018-120936,2018-12-17,2018-12-21,Christine Abelman,CA-12310,495.3,2
2425,CA-2018-110884,2018-03-07,2018-03-12,Shahid Hopkins,SH-20395,117.51,2
2426,US-2015-161613,2015-12-01,2015-12-03,Matt Connell,MC-17605,674.058,1
2427,US-2015-146353,2015-10-14,2015-10-16,Jim Epp,JE-15610,292.82,2
2428,CA-2015-133809,2015-11-18,2015-11-23,MaryBeth Skach,MS-17530,21.4,2
2429,CA-2018-127306,2018-01-14,2018-01-18,Brosina Hoffman,BH-11710,175.08,5
2430,CA-2016-161830,2016-09-24,2016-09-26,Max Engle,ME-17725,50.91,2
2431,CA-2018-163125,2018-10-09,2018-10-11,Maria Bertelson,MB-17305,321.2,2
2432,CA-2017-160304,2017-01-02,2017-01-07,Brendan Murry,BM-11575,405.92,2
2433,CA-2018-101728,2018-08-19,2018-08-23,Sonia Cooley,SC-20575,2.296,1
2434,CA-2018-114055,2018-12-25,2018-12-29,Mick Hernandez,MH-18115,819.28,4
2435,CA-2018-126438,2018-09-10,2018-09-13,Alex Russell,AR-10345,14.88,1
2436,CA-2018-117653,2018-10-19,2018-10-23,Mary O'Rourke,MO-17500,91.275,1
2437,CA-2018-143245,2018-12-01,2018-12-06,Alan Dominguez,AD-10180,916.59,2
2438,US-2015-138828,2015-09-02,2015-09-03,Katherine Ducich,KD-16345,72.69,2
2439,CA-2018-143651,2018-03-25,2018-03-30,Filia McAdams,FM-14215,23.1,1
2440,CA-2016-106978,2016-09-28,2016-10-04,Zuschuss Carroll,ZC-21910,18.13,3
2441,CA-2016-155124,2016-03-15,2016-03-21,Karen Seio,KS-16300,16.776,1
2442,CA-2018-150931,2018-01-06,2018-01-13,Dennis Pardue,DP-13390,33.74,1
2443,CA-2015-157147,2015-01-13,2015-01-18,Brian Dahlen,BD-11605,1679.75,3
2444,CA-2016-156482,2016-02-06,2016-02-13,Ivan Liston,IL-15100,1558.42,3
2445,CA-2018-106782,2018-12-21,2018-12-27,Liz Preis,LP-17095,375.34,1
2446,CA-2017-151372,2017-09-05,2017-09-06,Joseph Holt,JH-15985,112.12,3
2447,CA-2015-102085,2015-10-04,2015-10-09,Joy Daniels,JD-16015,29.24,1
2448,CA-2018-107125,2018-11-27,2018-12-02,Bill Donatelli,BD-11320,136.33,2
2449,CA-2017-125815,2017-10-28,2017-11-01,Denise Leinenbach,DL-13330,12.42,1
2450,CA-2016-144190,2016-06-09,2016-06-13,Nathan Cano,NC-18415,12.96,1
2451,CA-2018-117926,2018-12-08,2018-12-12,Alan Schoenberger,AS-10225,69.48,1
2452,CA-2016-153906,2016-03-16,2016-03-20,Michael Stewart,MS-17980,85.9,1
2453,CA-2015-160262,2015-06-09,2015-06-13,Thomas Seio,TS-21205,134.6,3
2454,CA-2016-127607,2016-03-20,2016-03-26,Joe Kamberova,JK-15730,21.38,2
2455,CA-2017-166226,2017-11-18,2017-11-22,Tracy Collins,TC-21535,129.03,2
2456,CA-2015-156587,2015-03-07,2015-03-08,Aaron Bergman,AB-10015,309.59,3
2457,CA-2017-141180,2017-05-15,2017-05-19,Darren Powers,DP-13000,7.764,1
2458,CA-2016-109708,2016-05-25,2016-05-28,Craig Yedwab,CY-12745,467.04,1
2459,CA-2016-122406,2016-08-02,2016-08-05,Brad Eason,BE-11455,448.21,4
2460,US-2017-153815,2017-11-06,2017-11-09,Kelly Lampkin,KL-16555,368.44,4
2461,CA-2017-164896,2017-11-07,2017-11-12,Penelope Sewall,PS-19045,12.9,1
2462,CA-2016-142202,2016-09-18,2016-09-23,Justin Ritter,JR-16210,717.12,1
2463,CA-2016-165050,2016-12-07,2016-12-09,Alan Hwang,AH-10210,801.99,3
2464,US-2017-131114,2017-12-09,2017-12-13,Rob Williams,RW-19630,43.96,3
2465,CA-2015-160066,2015-11-16,2015-11-22,Adam Hart,AH-10075,5.22,1
2466,CA-2017-109925,2017-11-06,2017-11-10,Irene Maddox,IM-15070,84.84,1
2467,CA-2016-160696,2016-09-06,2016-09-10,Cyma Kinney,CK-12760,7.24,1
2468,CA-2015-125171,2015-09-03,2015-09-03,Allen Goldenen,AG-10390,14.4,1
2469,CA-2017-149279,2017-04-24,2017-04-28,Craig Leslie,CL-12700,1344.42,3
2470,CA-2018-107321,2018-08-31,2018-09-04,Arthur Wiediger,AW-10930,696.08,2
2471,US-2018-122714,2018-12-07,2018-12-13,Henry Goldwyn,HG-14965,1889.99,1
2472,CA-2016-153038,2016-12-18,2016-12-25,Robert Barroso,RB-19645,94.69,3
2473,CA-2015-132227,2015-11-04,2015-11-10,Sam Zeldin,SZ-20035,52.064,1
2474,CA-2018-155824,2018-03-10,2018-03-15,Karen Seio,KS-16300,61.88,2
2475,CA-2017-129238,2017-01-31,2017-02-04,Sample Company A,SC-20050,166.29,2
2476,CA-2018-159688,2018-05-07,2018-05-12,Adam Bellavance,AB-10060,79.99,1
2477,CA-2017-136126,2017-05-24,2017-05-24,Eugene Hildebrand,EH-14125,261.1,2
2478,CA-2017-155033,2017-10-07,2017-10-12,Cindy Chapman,CC-12475,10.56,1
2479,CA-2015-156006,2015-04-30,2015-05-02,Tamara Manning,TM-21010,47.79,1
2480,CA-2016-158659,2016-11-10,2016-11-14,Steve Chapman,SC-20695,714.3,1
2481,CA-2016-169796,2016-11-09,2016-11-14,Dean percer,Dp-13240,2339.84,2
2482,CA-2016-102876,2016-09-07,2016-09-14,Lisa Ryan,LR-17035,806.41,3
2483,US-2018-139647,2018-05-11,2018-05-13,Todd Sumrall,TS-21370,209.979,1
2484,US-2018-160465,2018-07-21,2018-07-26,Sean Wendt,SW-20350,466.81,3
2485,CA-2015-153850,2015-11-24,2015-11-29,Thea Hendricks,TH-21100,1537.54,2
2486,CA-2015-127558,2015-11-15,2015-11-18,Shahid Shariari,SS-20410,803.04,3
2487,CA-2018-136511,2018-03-23,2018-03-25,Mary Zewe,MZ-17515,347.58,1
2488,CA-2017-133795,2017-12-18,2017-12-24,Jeremy Ellison,JE-15475,885.03,3
2489,US-2018-130953,2018-07-29,2018-08-03,Roland Fjeld,RF-19735,935.74,4
2490,CA-2015-151792,2015-09-02,2015-09-07,Christina VanderZanden,CV-12295,239.976,1
2491,CA-2018-139304,2018-01-29,2018-02-02,Vivek Gonzalez,VG-21790,136.53,3
2492,CA-2017-155166,2017-12-26,2018-01-02,Brenda Bowman,BB-11545,239.43,2
2493,CA-2016-103954,2016-08-09,2016-08-13,Hallie Redmond,HR-14770,687.4,1
2494,CA-2015-169803,2015-04-06,2015-04-12,Scott Cohen,SC-20260,687.45,2
2495,CA-2018-141719,2018-11-17,2018-11-21,Emily Grady,EG-13900,239.96,1
2496,CA-2016-136469,2016-07-11,2016-07-12,Todd Sumrall,TS-21370,1136.9,3
2497,CA-2017-158694,2017-11-10,2017-11-13,Arianne Irving,AI-10855,1467.13,7
2498,US-2015-104759,2015-03-31,2015-04-04,Dorothy Dickinson,DD-13570,88.12,2
2499,CA-2016-150511,2016-09-18,2016-09-24,Adam Bellavance,AB-10060,18.54,1
2500,CA-2016-134922,2016-11-07,2016-11-11,Karen Bern,KB-16240,24.4,1
2501,US-2018-120607,2018-05-19,2018-05-19,John Castell,JC-15775,195.64,1
2502,CA-2016-141243,2016-01-03,2016-01-08,Amy Hunt,AH-10465,1757.86,3
2503,CA-2016-162166,2016-09-08,2016-09-11,Neoma Murray,NM-18520,68.28,2
2504,CA-2017-120796,2017-04-03,2017-04-07,Carlos Soltero,CS-11950,99.846,1
2505,CA-2017-109722,2017-12-05,2017-12-07,Theone Pippenger,TP-21130,1284.8,2
2506,CA-2016-136798,2016-05-08,2016-05-12,Daniel Lacy,DL-12925,545.91,3
2507,CA-2018-122196,2018-09-22,2018-09-24,Christina Anderson,CA-12265,391.98,1
2508,CA-2018-142090,2018-11-30,2018-12-07,Shahid Collister,SC-20380,2165.66,2
2509,CA-2018-160934,2018-01-15,2018-01-19,Tonja Turnell,TT-21460,21.4,1
2510,CA-2015-124478,2015-08-08,2015-08-12,Matt Abelman,MA-17560,1109.72,5
2511,CA-2016-145485,2016-11-05,2016-11-05,Justin MacKendrick,JM-16195,62.8,1
2512,CA-2018-151071,2018-04-25,2018-04-29,Mick Brown,MB-18085,13.904,1
2513,CA-2015-134572,2015-04-20,2015-04-22,Seth Vernon,SV-20365,1190.53,3
2514,CA-2018-143217,2018-11-11,2018-11-17,Catherine Glotzbach,CG-12040,18.24,1
2515,US-2018-133312,2018-11-25,2018-11-29,Bradley Drucker,BD-11500,369.98,2
2516,US-2016-137533,2016-12-18,2016-12-18,Jim Kriz,JK-15640,20.736,1
2517,CA-2017-155138,2017-09-08,2017-09-12,Jill Matthias,JM-15580,99.87,2
2518,CA-2017-108350,2017-06-06,2017-06-09,Scot Coram,SC-20230,105.52,1
2519,CA-2016-144302,2016-06-19,2016-06-23,Maria Etezadi,ME-17320,5.792,1
2520,CA-2016-109001,2016-03-05,2016-03-09,Katherine Nockton,KN-16390,479.03,3
2521,CA-2018-132738,2018-08-04,2018-08-07,Harry Marie,HM-14860,16.75,2
2522,CA-2018-156720,2018-12-30,2019-01-03,Jill Matthias,JM-15580,3.024,1
2523,CA-2016-119102,2016-05-23,2016-05-27,Kristen Hastings,KH-16690,51.45,1
2524,US-2015-140452,2015-12-06,2015-12-10,Berenike Kampe,BK-11260,314.56,6
2525,CA-2016-141936,2016-08-07,2016-08-12,Parhena Norris,PN-18775,19.152,1
2526,CA-2015-158442,2015-03-17,2015-03-17,Annie Zypern,AZ-10750,25.18,3
2527,CA-2016-167374,2016-03-26,2016-03-30,Gene McClure,GM-14500,56.81,2
2528,CA-2015-116568,2015-12-14,2015-12-20,Bryan Mills,BM-11785,186.304,1
2529,CA-2016-147102,2016-09-19,2016-09-26,Nicole Hansen,NH-18610,66.36,1
2530,CA-2018-132213,2018-04-25,2018-04-26,Parhena Norris,PN-18775,109.97,2
2531,CA-2015-138450,2015-10-18,2015-10-22,Edward Hooks,EH-13765,249.47,3
2532,CA-2016-153073,2016-11-13,2016-11-13,Helen Abelman,HA-14905,17.496,1
2533,CA-2017-147970,2017-01-31,2017-02-02,Aimee Bixby,AB-10150,15.552,1
2534,CA-2017-150658,2017-11-17,2017-11-22,Maribeth Schnelling,MS-17365,10.776,1
2535,CA-2018-125640,2018-07-25,2018-07-29,Dorothy Dickinson,DD-13570,3.304,1
2536,CA-2018-154137,2018-11-11,2018-11-17,Meg Tillman,MT-17815,35.48,1
2537,CA-2016-127173,2016-09-26,2016-10-03,Gene McClure,GM-14500,743.43,3
2538,CA-2015-149538,2015-04-04,2015-04-08,Ken Black,KB-16585,364.93,4
2539,CA-2015-160766,2015-09-14,2015-09-14,Darrin Martin,DM-13015,4283.79,7
2540,CA-2018-146626,2018-12-29,2019-01-05,Ben Peterman,BP-11185,101.12,1
2541,CA-2016-123330,2016-06-21,2016-06-27,Emily Phan,EP-13915,107.976,1
2542,CA-2018-155607,2018-11-26,2018-11-30,Frank Gastineau,FG-14260,152.07,2
2543,CA-2017-151323,2017-10-23,2017-10-28,Alejandro Ballentine,AB-10255,17.05,1
2544,CA-2016-146696,2016-12-14,2016-12-19,Rick Duston,RD-19480,8.096,1
2545,CA-2017-128972,2017-11-13,2017-11-17,Tom Stivers,TS-21430,30.36,1
2546,CA-2018-128335,2018-09-29,2018-10-05,Joseph Airdo,JA-15970,74.89,2
2547,CA-2016-154886,2016-11-08,2016-11-12,Shaun Weien,SW-20455,119.9,1
2548,CA-2017-111213,2017-04-01,2017-04-05,Frank Preis,FP-14320,1384.92,3
2549,CA-2018-161333,2018-02-02,2018-02-07,John Lee,JL-15835,272.1,3
2550,CA-2018-128734,2018-12-24,2018-12-31,James Lanier,JL-15175,850.92,2
2551,CA-2015-141796,2015-06-21,2015-06-21,James Galang,JG-15160,1214.85,1
2552,CA-2018-125101,2018-03-06,2018-03-10,Sally Hughsby,SH-19975,67.78,1
2553,CA-2018-169929,2018-09-25,2018-09-28,Luke Schmidt,LS-17200,39.9,1
2554,US-2015-121566,2015-06-30,2015-07-06,Cari Schnelling,CS-11860,9.29,2
2555,US-2016-124219,2016-08-07,2016-08-08,Kelly Williams,KW-16570,241.34,2
2556,CA-2018-163006,2018-06-30,2018-07-04,Gary Hansen,GH-14410,1584.86,3
2557,CA-2016-156146,2016-10-26,2016-10-30,Andrew Gjertsen,AG-10495,174.3,2
2558,CA-2015-111192,2015-07-30,2015-08-05,Tom Stivers,TS-21430,1367.84,1
2559,CA-2017-115378,2017-11-18,2017-11-23,Ashley Jarboe,AJ-10945,301.96,1
2560,CA-2016-161627,2016-07-06,2016-07-11,Sarah Jordon,SJ-20215,170.352,1
2561,CA-2015-121006,2015-11-10,2015-11-16,Sam Craven,SC-20020,1194.87,6
2562,CA-2017-122903,2017-05-27,2017-05-29,Laura Armstrong,LA-16780,3963.57,3
2563,CA-2016-107741,2016-03-08,2016-03-10,Fred Chung,FC-14335,3.408,1
2564,CA-2018-106432,2018-10-19,2018-10-24,Christina Anderson,CA-12265,330.47,2
2565,CA-2017-148908,2017-11-05,2017-11-08,Joseph Holt,JH-15985,53.248,1
2566,CA-2017-123015,2017-12-26,2017-12-30,Anthony Johnson,AJ-10795,4.992,1
2567,US-2016-120502,2016-04-13,2016-04-19,Bill Tyler,BT-11395,372.1,3
2568,CA-2018-108749,2018-09-12,2018-09-15,Don Jones,DJ-13510,91.14,2
2569,CA-2018-163335,2018-09-24,2018-09-27,Anna Gayman,AG-10675,79.0,2
2570,CA-2016-134719,2016-10-10,2016-10-15,John Dryer,JD-15790,1801.632,1
2571,US-2016-154389,2016-11-27,2016-12-03,Eugene Hildebrand,EH-14125,748.752,1
2572,CA-2016-115567,2016-09-13,2016-09-18,Zuschuss Carroll,ZC-21910,1716.16,2
2573,US-2018-136679,2018-11-14,2018-11-18,Xylona Preis,XP-21865,212.99,2
2574,US-2018-141943,2018-05-05,2018-05-09,Darren Koutras,DK-12985,23.16,1
2575,CA-2015-101560,2015-11-28,2015-12-01,Chris Selesnick,CS-12250,542.34,4
2576,CA-2015-159709,2015-05-10,2015-05-15,Arianne Irving,AI-10855,201.73,2
2577,CA-2017-103982,2017-03-03,2017-03-08,Alex Avila,AA-10315,4406.08,4
2578,CA-2016-142454,2016-08-15,2016-08-19,Richard Eichhorn,RE-19450,174.49,2
2579,CA-2016-102016,2016-09-12,2016-09-18,Tamara Manning,TM-21010,193.26,6
2580,CA-2016-156755,2016-01-12,2016-01-18,Yana Sorensen,YS-21880,465.18,1
2581,CA-2016-130876,2016-05-12,2016-05-16,Annie Zypern,AZ-10750,36.63,1
2582,CA-2017-145898,2017-09-26,2017-09-26,Chuck Magee,CM-12445,124.58,4
2583,US-2018-159562,2018-09-09,2018-09-15,Joy Bell-,JB-16000,17.48,1
2584,CA-2018-134635,2018-04-15,2018-04-17,Noel Staavos,NS-18640,79.14,1
2585,CA-2018-167080,2018-06-10,2018-06-14,Linda Cazamias,LC-16930,8.4,1
2586,CA-2018-145653,2018-09-01,2018-09-01,Cynthia Arntzen,CA-12775,498.26,1
2587,CA-2015-140487,2015-06-14,2015-06-20,Sharelle Roach,SR-20425,212.94,1
2588,CA-2018-117401,2018-05-18,2018-05-22,Paul Prost,PP-18955,865.0,3
2589,US-2018-109582,2018-09-12,2018-09-17,John Murray,JM-15865,166.44,1
2590,CA-2017-119865,2017-06-21,2017-06-26,Adam Shillingsburg,AS-10090,576.27,3
2591,US-2015-147648,2015-11-26,2015-12-01,Lindsay Shagiari,LS-16975,81.98,1
2592,CA-2018-124436,2018-03-19,2018-03-22,Sue Ann Reed,SA-20830,770.21,4
2593,CA-2015-115084,2015-10-18,2015-10-22,Luke Schmidt,LS-17200,605.34,1
2594,CA-2018-131037,2018-08-22,2018-08-23,Tony Molinari,TM-21490,210.008,1
2595,CA-2017-111143,2017-11-19,2017-11-22,Tim Taslimi,TT-21265,54.96,1
2596,CA-2015-166744,2015-09-20,2015-09-24,Duane Noonan,DN-13690,587.14,3
2597,CA-2017-116561,2017-09-11,2017-09-17,Eugene Barchas,EB-14110,372.81,2
2598,CA-2017-110730,2017-09-23,2017-09-26,Candace McMahon,CM-11815,13.68,1
2599,CA-2018-146367,2018-08-04,2018-08-08,Harry Marie,HM-14860,3.318,1
2600,CA-2017-149454,2017-07-25,2017-07-26,Katherine Murray,KM-16375,10.44,1
2601,CA-2017-156265,2017-08-02,2017-08-04,Barry Französisch,BF-11020,482.58,3
2602,US-2016-168914,2016-05-21,2016-05-27,Joel Eaton,JE-15745,20.768,1
2603,US-2018-110989,2018-11-03,2018-11-05,Eva Jacobs,EJ-14155,43.5,1
2604,CA-2016-106215,2016-04-16,2016-04-21,Brad Norvell,BN-11470,12.576,1
2605,US-2017-169369,2017-12-12,2017-12-18,Erin Creighton,EC-14050,299.07,2
2606,CA-2016-132318,2016-10-30,2016-11-02,Thomas Thornton,TT-21220,182.91,1
2607,US-2015-131982,2015-03-07,2015-03-11,Nora Pelletier,NP-18685,107.648,1
2608,CA-2016-125185,2016-03-05,2016-03-07,Alan Haines,AH-10195,132.94,2
2609,CA-2017-130078,2017-08-08,2017-08-14,Charles Crestani,CC-12145,10.56,1
2610,US-2018-114034,2018-01-03,2018-01-08,Delfina Latchford,DL-13315,38.88,1
2611,US-2018-115595,2018-10-09,2018-10-11,Xylona Preis,XP-21865,35.2,1
2612,CA-2018-158722,2018-10-20,2018-10-26,Matt Abelman,MA-17560,45.528,1
2613,CA-2015-105165,2015-09-07,2015-09-10,Sam Zeldin,SZ-20035,469.05,5
2614,CA-2018-147452,2018-09-30,2018-10-03,Cari Sayre,CS-11845,183.59,3
2615,US-2018-114657,2018-11-16,2018-11-21,Mick Hernandez,MH-18115,52.44,1
2616,CA-2018-144484,2018-09-11,2018-09-11,Cassandra Brandow,CB-12025,438.96,2
2617,CA-2018-125913,2018-01-16,2018-01-16,Jack O'Briant,JO-15145,427.59,2
2618,US-2017-158309,2017-11-26,2017-11-29,Pete Armstrong,PA-19060,3.744,1
2619,CA-2016-162887,2016-11-07,2016-11-09,Stewart Visinsky,SV-20785,715.2,1
2620,CA-2018-147333,2018-12-14,2018-12-20,Kelly Lampkin,KL-16555,204.55,2
